player_id,player_name,team,season,week,position,fantasy_points_ppr,targets,receptions,receiving_yards,receiving_tds,games,snap_share,route_participation,target_share,air_yard_share
00-0033251,Z.Pascal,IND,2021,8,WR,9.3,8,5,43.0,0,,,,,
00-0035676,A.Brown,TEN,2021,9,WR,9.2,11,5,42.0,0,,,,,
00-0031544,A.Cooper,DAL,2021,9,WR,5.7,5,2,37.0,0,,,,,
00-0035021,A.Dulin,IND,2021,9,WR,4.300000000000001,2,2,23.0,0,,,,,
00-0034521,A.Lazard,GB,2021,9,WR,9.0,1,1,20.0,1,,,,,
00-0027691,A.Roberts,LAC,2021,9,WR,0.9,0,0,0.0,0,,,,,
00-0031428,A.Robinson,CHI,2021,9,WR,10.8,6,4,68.0,0,,,,,
00-0036999,A.Schwartz,CLE,2021,9,WR,2.5,1,1,15.0,0,,,,,
00-0030035,A.Thielen,MIN,2021,9,WR,8.6,7,2,6.0,1,,,,,
00-0035126,A.Wesley,ARI,2021,9,WR,9.2,3,3,62.0,0,,,,,
00-0030669,A.Wilson,MIA,2021,9,WR,2.1,2,1,11.0,0,,,,,
00-0036261,B.Aiyuk,SF,2021,9,WR,18.700000000000003,8,6,89.0,1,,,,,
00-0034419,B.Berrios,NYJ,2021,9,WR,2.5,3,2,5.0,0,,,,,
00-0031236,B.Cooks,HOU,2021,9,WR,11.600000000000001,14,6,56.0,0,,,,,
00-0036365,B.Edwards,LV,2021,9,WR,0.0,4,0,0.0,0,,,,,
00-0029000,C.Beasley,BUF,2021,9,WR,11.3,11,8,33.0,0,,,,,
00-0036326,C.Claypool,PIT,2021,9,WR,7.3,5,3,30.0,0,,,,,
00-0032128,C.Conley,HOU,2021,9,WR,5.800000000000001,3,2,38.0,0,,,,,
00-0034775,C.Kirk,ARI,2021,9,WR,16.42,6,6,91.0,0,,,,,
00-0033908,C.Kupp,LA,2021,9,WR,20.5,13,11,95.0,0,,,,,
00-0036358,C.Lamb,DAL,2021,9,WR,4.300000000000001,9,2,23.0,0,,,,,
00-0032398,C.Moore,HOU,2021,9,WR,1.4,1,1,4.0,0,,,,,
00-0032355,C.Rogers,TEN,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0034348,C.Sutton,DEN,2021,9,WR,3.9,2,1,9.0,0,,,,,
00-0034418,C.Wilson,DAL,2021,9,WR,4.800000000000001,5,2,28.0,0,,,,,
00-0031381,D.Adams,GB,2021,9,WR,10.2,14,6,42.0,0,,,,,
00-0026035,D.Amendola,HOU,2021,9,WR,7.9,7,3,49.0,0,,,,,
00-0036331,D.Duvernay,BAL,2021,9,WR,8.8,2,2,8.0,1,,,,,
00-0035215,D.Harty,NO,2021,9,WR,11.2,8,6,52.0,0,,,,,
00-0035216,D.Johnson,PIT,2021,9,WR,11.7,6,5,56.0,0,,,,,
00-0036255,D.Mims,NYJ,2021,9,WR,3.0,5,1,20.0,0,,,,,
00-0036309,D.Mooney,CHI,2021,9,WR,20.6,6,3,41.0,1,,,,,
00-0034827,D.Moore,CAR,2021,9,WR,7.6000000000000005,7,3,32.0,0,,,,,
00-0036228,D.Patmon,IND,2021,9,WR,1.7000000000000002,1,1,7.0,0,,,,,
00-0036233,D.Peoples-Jones,CLE,2021,9,WR,16.6,3,2,86.0,1,,,,,
00-0032775,D.Robinson,KC,2021,9,WR,1.2,1,1,2.0,0,,,,,
00-0035719,D.Samuel,SF,2021,9,WR,11.3,9,5,63.0,0,,,,,
00-0035535,D.Slayton,NYG,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0036912,D.Smith,PHI,2021,9,WR,22.6,6,5,116.0,1,,,,,
00-0033839,D.Westbrook,MIN,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0036980,E.Moore,NYJ,2021,9,WR,27.4,8,7,84.0,2,,,,,
00-0027685,E.Sanders,BUF,2021,9,WR,10.5,8,4,65.0,0,,,,,
00-0036196,G.Davis,BUF,2021,9,WR,0.0,2,0,0.0,0,,,,,
00-0034983,H.Renfrow,LV,2021,9,WR,17.9,9,7,49.0,1,,,,,
00-0033471,I.Ford,MIA,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0033466,I.McKenzie,BUF,2021,9,WR,3.0,2,2,10.0,0,,,,,
00-0033572,J.Agnew,JAX,2021,9,WR,6.800000000000001,5,3,27.0,0,,,,,
00-0036900,J.Chase,CIN,2021,9,WR,8.9,13,6,49.0,0,,,,,
00-0031941,J.Crowder,NYJ,2021,9,WR,8.8,7,5,38.0,0,,,,,
00-0029664,J.Gordon,KC,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0035414,J.Guyton,LAC,2021,9,WR,2.9000000000000004,2,1,19.0,0,,,,,
00-0036322,J.Jefferson,MIN,2021,9,WR,17.0,5,3,69.0,1,,,,,
00-0036407,J.Jeudy,DEN,2021,9,WR,12.9,8,6,69.0,0,,,,,
00-0027944,J.Jones,TEN,2021,9,WR,7.5,4,4,35.0,0,,,,,
00-0031382,J.Landry,CLE,2021,9,WR,4.1,5,3,11.0,0,,,,,
00-0034960,J.Meyers,NE,2021,9,WR,1.8,4,1,8.0,0,,,,,
00-0036988,J.Palmer,LAC,2021,9,WR,4.2,2,2,22.0,0,,,,,
00-0036387,J.Reagor,PHI,2021,9,WR,0.3999999999999999,1,1,-6.0,0,,,,,
00-0035510,J.Smith,NYJ,2021,9,WR,7.0,4,3,40.0,0,,,,,
00-0036613,J.Waddle,MIA,2021,9,WR,16.3,10,8,83.0,0,,,,,
00-0034676,J.Washington,PIT,2021,9,WR,6.5,3,1,42.0,0,,,,,
00-0030279,K.Allen,LAC,2021,9,WR,22.4,13,12,104.0,0,,,,,
00-0033307,K.Bourne,NE,2021,9,WR,6.4,4,3,34.0,0,,,,,
00-0033681,K.Cole,NYJ,2021,9,WR,11.600000000000001,8,5,66.0,0,,,,,
00-0033932,K.Golladay,NYG,2021,9,WR,4.800000000000001,3,2,28.0,0,,,,,
00-0035864,K.Hinton,DEN,2021,9,WR,5.0,1,1,40.0,0,,,,,
00-0035844,K.Merritt,MIA,2021,9,WR,2.3,3,1,13.0,0,,,,,
00-0036345,K.Osborn,MIN,2021,9,WR,3.0,2,1,20.0,0,,,,,
00-0030085,K.Stills,NO,2021,9,WR,11.0,5,2,30.0,1,,,,,
00-0036913,K.Toney,NYG,2021,9,WR,1.7000000000000002,1,1,9.0,0,,,,,
00-0036268,L.Shenault,JAX,2021,9,WR,6.0,4,4,24.0,0,,,,,
00-0032951,L.Treadwell,JAX,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0035662,M.Brown,BAL,2021,9,WR,20.6,12,9,116.0,0,,,,,
00-0036219,M.Callaway,NO,2021,9,WR,11.5,6,3,25.0,1,,,,,
00-0030068,M.Goodwin,CHI,2021,9,WR,6.0,4,1,50.0,0,,,,,
00-0035140,M.Hardman,KC,2021,9,WR,5.0,6,3,20.0,0,,,,,
00-0033555,M.Hollins,MIA,2021,9,WR,11.2,6,3,22.0,1,,,,,
00-0032980,M.Johnson,TEN,2021,9,WR,-0.7000000000000001,0,0,0.0,0,,,,,
00-0029293,M.Jones,JAX,2021,9,WR,5.1,5,3,21.0,0,,,,,
00-0036252,M.Pittman,IND,2021,9,WR,17.4,6,5,64.0,1,,,,,
00-0029632,M.Sanu,SF,2021,9,WR,1.5,3,1,5.0,0,,,,,
00-0033114,M.Thomas,CIN,2021,9,WR,2.6,1,1,16.0,0,,,,,
00-0034867,M.Turner,DAL,2021,9,WR,20.3,7,5,33.0,2,,,,,
00-0034272,M.Valdes-Scantling,GB,2021,9,WR,3.9000000000000004,2,2,19.0,0,,,,,
00-0033536,M.Williams,LAC,2021,9,WR,7.800000000000001,5,2,58.0,0,,,,,
00-0033591,N.Brown,DAL,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0036554,N.Collins,HOU,2021,9,WR,5.5,3,3,25.0,0,,,,,
00-0036182,N.Westbrook-Ikhine,TEN,2021,9,WR,2.4000000000000004,1,1,14.0,0,,,,,
00-0035208,O.Zaccheaus,ATL,2021,9,WR,20.8,3,3,58.0,2,,,,,
00-0036271,Q.Watkins,PHI,2021,9,WR,2.9,3,2,9.0,0,,,,,
00-0036550,R.Bateman,BAL,2021,9,WR,10.2,8,5,52.0,0,,,,,
00-0032688,R.Chosen,CAR,2021,9,WR,1.2,3,1,2.0,0,,,,,
00-0028002,R.Cobb,GB,2021,9,WR,8.0,5,3,50.0,0,,,,,
00-0034411,R.Gage,ATL,2021,9,WR,13.4,8,7,64.0,0,,,,,
00-0034407,R.McCloud,PIT,2021,9,WR,2.2,1,1,12.0,0,,,,,
00-0036936,R.Moore,ARI,2021,9,WR,7.5,5,5,25.0,0,,,,,
00-0030431,R.Woods,LA,2021,9,WR,17.4,10,7,98.0,0,,,,,
00-0031588,S.Diggs,BUF,2021,9,WR,14.5,8,6,85.0,0,,,,,
00-0033009,T.Boyd,CIN,2021,9,WR,2.1,2,1,11.0,0,,,,,
00-0036410,T.Higgins,CIN,2021,9,WR,13.8,8,6,78.0,0,,,,,
00-0033040,T.Hill,KC,2021,9,WR,7.300000000000001,11,4,37.0,0,,,,,
00-0036955,T.Marshall,CAR,2021,9,WR,0.0,1,0,0.0,0,,,,,
00-0033375,T.Patrick,DEN,2021,9,WR,18.5,5,4,85.0,1,,,,,
00-0032778,T.Sharpe,ATL,2021,9,WR,2.2,1,1,12.0,0,,,,,
00-0034765,T.Smith,NO,2021,9,WR,8.3,4,3,53.0,0,,,,,
00-0036415,V.Jefferson,LA,2021,9,WR,7.1000000000000005,7,3,41.0,0,,,,,
00-0030663,W.Snead,CAR,2021,9,WR,1.6,2,1,6.0,0,,,,,
00-0033891,Z.Jones,LV,2021,9,WR,3.0,4,1,20.0,0,,,,,
00-0033251,Z.Pascal,IND,2021,9,WR,9.8,7,4,58.0,0,,,,,
00-0035676,A.Brown,TEN,2021,10,WR,3.3000000000000003,4,1,16.0,0,,,,,
00-0031544,A.Cooper,DAL,2021,10,WR,9.100000000000001,4,4,51.0,0,,,,,
00-0035021,A.Dulin,IND,2021,10,WR,2.6,1,1,16.0,0,,,,,
00-0027942,A.Green,ARI,2021,10,WR,1.4,5,1,4.0,0,,,,,
00-0032009,A.Humphries,WAS,2021,10,WR,1.5,1,1,5.0,0,,,,,
00-0034521,A.Lazard,GB,2021,10,WR,1.6,4,1,6.0,0,,,,,
00-0036999,A.Schwartz,CLE,2021,10,WR,0.0,1,0,0.0,0,,,,,
00-0036963,A.St. Brown,DET,2021,10,WR,10.100000000000001,6,4,61.0,0,,,,,
00-0030035,A.Thielen,MIN,2021,10,WR,11.5,7,5,65.0,0,,,,,
00-0035126,A.Wesley,ARI,2021,10,WR,0.0,1,0,0.0,0,,,,,
00-0030669,A.Wilson,MIA,2021,10,WR,14.600000000000001,5,4,87.0,0,,,,,
00-0036261,B.Aiyuk,SF,2021,10,WR,5.6,4,3,26.0,0,,,,,
00-0034419,B.Berrios,NYJ,2021,10,WR,4.9,3,3,19.0,0,,,,,
00-0036365,B.Edwards,LV,2021,10,WR,17.8,4,3,88.0,1,,,,,
00-0034297,B.Pringle,KC,2021,10,WR,14.600000000000001,5,4,46.0,1,,,,,
00-0036862,B.Skowronek,LA,2021,10,WR,1.8,5,1,8.0,0,,,,,
00-0034052,B.Zylstra,CAR,2021,10,WR,3.8,2,2,18.0,0,,,,,
00-0029000,C.Beasley,BUF,2021,10,WR,3.5,2,2,15.0,0,,,,,
00-0034132,C.Blake,ATL,2021,10,WR,0.0,1,0,0.0,0,,,,,
00-0033871,C.Davis,NYJ,2021,10,WR,12.3,7,5,93.0,0,,,,,
00-0033921,C.Godwin,TB,2021,10,WR,12.7,8,7,57.0,0,,,,,
00-0034775,C.Kirk,ARI,2021,10,WR,12.8,8,7,58.0,0,,,,,
00-0033908,C.Kupp,LA,2021,10,WR,23.200000000000003,13,11,122.0,0,,,,,
00-0036358,C.Lamb,DAL,2021,10,WR,28.6,7,6,94.0,2,,,,,
00-0032355,C.Rogers,TEN,2021,10,WR,1.9,1,1,9.0,0,,,,,
00-0034104,C.Sims,WAS,2021,10,WR,3.0,2,2,10.0,0,,,,,
00-0034348,C.Sutton,DEN,2021,10,WR,4.9,3,2,29.0,0,,,,,
00-0031381,D.Adams,GB,2021,10,WR,14.8,11,7,78.0,0,,,,,
00-0031763,D.Carter,WAS,2021,10,WR,15.0,6,3,56.0,1,,,,,
00-0036331,D.Duvernay,BAL,2021,10,WR,8.7,4,4,28.0,0,,,,,
00-0036620,D.Eskridge,SEA,2021,10,WR,0.6,2,1,-4.0,0,,,,,
00-0036627,D.Fitzpatrick,TEN,2021,10,WR,1.0,1,1,0.0,0,,,,,
00-0035215,D.Harty,NO,2021,10,WR,12.0,4,3,84.0,0,,,,,
00-0026189,D.Jackson,LV,2021,10,WR,2.8000000000000003,1,1,38.0,0,,,,,
00-0035216,D.Johnson,PIT,2021,10,WR,13.3,13,7,83.0,0,,,,,
00-0035640,D.Metcalf,SEA,2021,10,WR,5.6,8,3,26.0,0,,,,,
00-0036671,D.Milne,WAS,2021,10,WR,2.2,2,2,22.0,0,,,,,
00-0034827,D.Moore,CAR,2021,10,WR,6.4,7,4,24.0,0,,,,,
00-0036233,D.Peoples-Jones,CLE,2021,10,WR,2.6,5,1,16.0,0,,,,,
00-0032775,D.Robinson,KC,2021,10,WR,5.300000000000001,4,3,23.0,0,,,,,
00-0035719,D.Samuel,SF,2021,10,WR,30.3,5,5,97.0,1,,,,,
00-0036912,D.Smith,PHI,2021,10,WR,22.6,6,4,66.0,2,,,,,
00-0036980,E.Moore,NYJ,2021,10,WR,13.4,6,3,44.0,1,,,,,
00-0027685,E.Sanders,BUF,2021,10,WR,7.1000000000000005,2,2,27.0,0,,,,,
00-0036951,F.Darby,ATL,2021,10,WR,2.4000000000000004,3,1,14.0,0,,,,,
00-0036247,F.Swain,SEA,2021,10,WR,0.0,3,0,0.0,0,,,,,
00-0036196,G.Davis,BUF,2021,10,WR,13.5,3,3,105.0,0,,,,,
00-0034983,H.Renfrow,LV,2021,10,WR,17.6,9,7,46.0,1,,,,,
00-0033471,I.Ford,MIA,2021,10,WR,12.4,4,4,84.0,0,,,,,
00-0033466,I.McKenzie,BUF,2021,10,WR,9.9,3,1,12.0,0,,,,,
00-0033572,J.Agnew,JAX,2021,10,WR,13.9,5,0,0.0,0,,,,,
00-0031941,J.Crowder,NYJ,2021,10,WR,5.0,5,3,20.0,0,,,,,
00-0036877,J.Darden,TB,2021,10,WR,3.9000000000000004,2,1,29.0,0,,,,,
00-0035414,J.Guyton,LAC,2021,10,WR,0.0,1,0,0.0,0,,,,,
00-0036322,J.Jefferson,MIN,2021,10,WR,22.9,11,9,143.0,0,,,,,
00-0036259,J.Jennings,SF,2021,10,WR,1.3,2,1,3.0,0,,,,,
00-0036407,J.Jeudy,DEN,2021,10,WR,11.100000000000001,9,6,48.0,0,,,,,
00-0031382,J.Landry,CLE,2021,10,WR,6.6,5,4,26.0,0,,,,,
00-0034960,J.Meyers,NE,2021,10,WR,14.9,4,4,49.0,1,,,,,
00-0036988,J.Palmer,LAC,2021,10,WR,5.2,4,3,22.0,0,,,,,
00-0036387,J.Reagor,PHI,2021,10,WR,1.4,2,1,12.0,0,,,,,
00-0036613,J.Waddle,MIA,2021,10,WR,10.100000000000001,6,4,61.0,0,,,,,
00-0034676,J.Washington,PIT,2021,10,WR,9.5,6,2,15.0,1,,,,,
00-0030279,K.Allen,LAC,2021,10,WR,17.8,11,8,98.0,0,,,,,
00-0033307,K.Bourne,NE,2021,10,WR,24.1,4,4,98.0,1,,,,,
00-0033681,K.Cole,NYJ,2021,10,WR,2.8,6,1,18.0,0,,,,,
00-0036345,K.Osborn,MIN,2021,10,WR,0.0,1,0,0.0,0,,,,,
00-0032464,K.Raymond,DET,2021,10,WR,6.9,6,4,29.0,0,,,,,
00-0031545,K.White,NO,2021,10,WR,0.0,2,0,0.0,0,,,,,
00-0036268,L.Shenault,JAX,2021,10,WR,5.1,8,3,15.0,0,,,,,
00-0032951,L.Treadwell,JAX,2021,10,WR,2.8,1,1,18.0,0,,,,,
00-0035662,M.Brown,BAL,2021,10,WR,9.7,13,6,37.0,0,,,,,
00-0036219,M.Callaway,NO,2021,10,WR,11.7,4,2,37.0,1,,,,,
00-0031408,M.Evans,TB,2021,10,WR,14.2,3,2,62.0,1,,,,,
00-0034764,M.Gallup,DAL,2021,10,WR,7.2,5,3,42.0,0,,,,,
00-0035140,M.Hardman,KC,2021,10,WR,5.0,3,2,27.0,0,,,,,
00-0033555,M.Hollins,MIA,2021,10,WR,0.0,1,0,0.0,0,,,,,
00-0032980,M.Johnson,TEN,2021,10,WR,15.0,6,5,100.0,0,,,,,
00-0029293,M.Jones,JAX,2021,10,WR,5.5,6,2,35.0,0,,,,,
00-0033481,M.Kemp,KC,2021,10,WR,2.6,1,1,16.0,0,,,,,
00-0036252,M.Pittman,IND,2021,10,WR,12.100000000000001,5,5,71.0,0,,,,,
00-0034867,M.Turner,DAL,2021,10,WR,1.7000000000000002,1,1,7.0,0,,,,,
00-0034272,M.Valdes-Scantling,GB,2021,10,WR,5.1000000000000005,2,1,41.0,0,,,,,
00-0033536,M.Williams,LAC,2021,10,WR,7.300000000000001,6,4,33.0,0,,,,,
00-0031549,N.Agholor,NE,2021,10,WR,4.1,4,2,21.0,0,,,,,
00-0033591,N.Brown,DAL,2021,10,WR,2.8,1,1,18.0,0,,,,,
00-0035624,N.Harry,NE,2021,10,WR,3.6,1,1,26.0,0,,,,,
00-0036182,N.Westbrook-Ikhine,TEN,2021,10,WR,2.0,1,1,10.0,0,,,,,
00-0031235,O.Beckham,LA,2021,10,WR,3.8,3,2,18.0,0,,,,,
00-0035208,O.Zaccheaus,ATL,2021,10,WR,4.2,7,2,22.0,0,,,,,
00-0035022,P.Hart,SEA,2021,10,WR,0.0,2,0,0.0,0,,,,,
00-0035350,P.Williams,MIA,2021,10,WR,0.0,2,0,0.0,0,,,,,
00-0036271,Q.Watkins,PHI,2021,10,WR,7.300000000000001,6,4,33.0,0,,,,,
00-0036550,R.Bateman,BAL,2021,10,WR,14.0,8,6,80.0,0,,,,,
00-0032688,R.Chosen,CAR,2021,10,WR,13.7,6,4,37.0,1,,,,,
00-0028002,R.Cobb,GB,2021,10,WR,5.1,4,3,21.0,0,,,,,
00-0034411,R.Gage,ATL,2021,10,WR,0.0,3,0,0.0,0,,,,,
00-0032977,R.Higgins,CLE,2021,10,WR,0.0,1,0,0.0,0,,,,,
00-0034407,R.McCloud,PIT,2021,10,WR,15.3,12,9,63.0,0,,,,,
00-0036936,R.Moore,ARI,2021,10,WR,3.1,4,2,10.0,0,,,,,
00-0031588,S.Diggs,BUF,2021,10,WR,30.2,13,8,162.0,1,,,,,
00-0031325,S.Watkins,BAL,2021,10,WR,-0.2999999999999998,3,1,7.0,0,,,,,
00-0034930,T.Benson,DET,2021,10,WR,3.7,3,2,17.0,0,,,,,
00-0033040,T.Hill,KC,2021,10,WR,27.5,10,7,83.0,2,,,,,
00-0029608,T.Hilton,IND,2021,10,WR,1.5,5,1,5.0,0,,,,,
00-0036427,T.Johnson,TB,2021,10,WR,4.7,5,3,17.0,0,,,,,
00-0032211,T.Lockett,SEA,2021,10,WR,4.300000000000001,8,2,23.0,0,,,,,
00-0036955,T.Marshall,CAR,2021,10,WR,2.0,2,0,0.0,0,,,,,
00-0035659,T.McLaurin,WAS,2021,10,WR,11.9,8,6,59.0,0,,,,,
00-0032200,T.Montgomery,NO,2021,10,WR,0.2,0,0,0.0,0,,,,,
00-0033375,T.Patrick,DEN,2021,10,WR,4.4,6,3,14.0,0,,,,,
00-0032778,T.Sharpe,ATL,2021,10,WR,1.0,1,1,0.0,0,,,,,
00-0034765,T.Smith,NO,2021,10,WR,14.4,7,4,44.0,1,,,,,
00-0036415,V.Jefferson,LA,2021,10,WR,8.4,7,3,54.0,0,,,,,
00-0033891,Z.Jones,LV,2021,10,WR,3.2,3,1,22.0,0,,,,,
00-0033251,Z.Pascal,IND,2021,10,WR,2.9,2,2,9.0,0,,,,,
00-0035676,A.Brown,TEN,2021,11,WR,9.8,9,5,48.0,0,,,,,
00-0027942,A.Green,ARI,2021,11,WR,11.8,7,4,78.0,0,,,,,
00-0032009,A.Humphries,WAS,2021,11,WR,5.0,2,2,30.0,0,,,,,
00-0027691,A.Roberts,LAC,2021,11,WR,0.4,0,0,0.0,0,,,,,
00-0036963,A.St. Brown,DET,2021,11,WR,5.8,4,4,18.0,0,,,,,
00-0030035,A.Thielen,MIN,2021,11,WR,22.200000000000003,10,8,82.0,1,,,,,
00-0035126,A.Wesley,ARI,2021,11,WR,8.4,4,4,44.0,0,,,,,
00-0030669,A.Wilson,MIA,2021,11,WR,4.5,4,3,18.0,0,,,,,
00-0036261,B.Aiyuk,SF,2021,11,WR,21.5,7,7,85.0,1,,,,,
00-0034419,B.Berrios,NYJ,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0031236,B.Cooks,HOU,2021,11,WR,3.8,3,2,18.0,0,,,,,
00-0036365,B.Edwards,LV,2021,11,WR,0.0,0,0,0.0,0,,,,,
00-0032054,B.Perriman,TB,2021,11,WR,3.6,4,2,19.0,0,,,,,
00-0034297,B.Pringle,KC,2021,11,WR,4.7,2,1,37.0,0,,,,,
00-0034052,B.Zylstra,CAR,2021,11,WR,1.7000000000000002,2,1,7.0,0,,,,,
00-0029000,C.Beasley,BUF,2021,11,WR,6.300000000000001,5,4,23.0,0,,,,,
00-0036326,C.Claypool,PIT,2021,11,WR,14.4,9,5,93.0,0,,,,,
00-0032128,C.Conley,HOU,2021,11,WR,7.7,5,4,37.0,0,,,,,
00-0033871,C.Davis,NYJ,2021,11,WR,6.5,7,3,35.0,0,,,,,
00-0033921,C.Godwin,TB,2021,11,WR,19.2,6,6,65.0,1,,,,,
00-0036254,C.Johnson,NYG,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0034775,C.Kirk,ARI,2021,11,WR,4.5,5,2,25.0,0,,,,,
00-0036358,C.Lamb,DAL,2021,11,WR,4.4,4,3,14.0,0,,,,,
00-0032398,C.Moore,HOU,2021,11,WR,2.0,1,1,10.0,0,,,,,
00-0032355,C.Rogers,TEN,2021,11,WR,8.100000000000001,6,4,41.0,0,,,,,
00-0034104,C.Sims,WAS,2021,11,WR,9.9,2,2,19.0,1,,,,,
00-0034418,C.Wilson,DAL,2021,11,WR,7.6,7,4,36.0,0,,,,,
00-0031381,D.Adams,GB,2021,11,WR,30.5,8,7,115.0,2,,,,,
00-0026035,D.Amendola,HOU,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0031868,D.Byrd,CHI,2021,11,WR,1.3,2,1,3.0,0,,,,,
00-0031763,D.Carter,WAS,2021,11,WR,9.9,3,2,22.0,1,,,,,
00-0036331,D.Duvernay,BAL,2021,11,WR,7.7,6,4,37.0,0,,,,,
00-0036627,D.Fitzpatrick,TEN,2021,11,WR,12.5,6,3,35.0,1,,,,,
00-0035215,D.Harty,NO,2021,11,WR,3.1,5,2,11.0,0,,,,,
00-0026189,D.Jackson,LV,2021,11,WR,0.4,0,0,0.0,0,,,,,
00-0035216,D.Johnson,PIT,2021,11,WR,23.1,13,7,101.0,1,,,,,
00-0035640,D.Metcalf,SEA,2021,11,WR,7.1,8,4,31.0,0,,,,,
00-0036671,D.Milne,WAS,2021,11,WR,1.5,1,1,5.0,0,,,,,
00-0036309,D.Mooney,CHI,2021,11,WR,23.1,16,5,121.0,1,,,,,
00-0034827,D.Moore,CAR,2021,11,WR,16.0,7,5,50.0,1,,,,,
00-0036228,D.Patmon,IND,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0035719,D.Samuel,SF,2021,11,WR,16.4,2,1,15.0,0,,,,,
00-0035535,D.Slayton,NYG,2021,11,WR,5.7,7,4,37.0,0,,,,,
00-0036912,D.Smith,PHI,2021,11,WR,10.100000000000001,6,4,61.0,0,,,,,
00-0033839,D.Westbrook,MIN,2021,11,WR,1.7000000000000002,2,1,7.0,0,,,,,
00-0036980,E.Moore,NYJ,2021,11,WR,29.6,11,8,141.0,1,,,,,
00-0027685,E.Sanders,BUF,2021,11,WR,5.6,5,3,26.0,0,,,,,
00-0034279,E.St. Brown,GB,2021,11,WR,7.4,2,2,43.0,0,,,,,
00-0036247,F.Swain,SEA,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0036196,G.Davis,BUF,2021,11,WR,4.7,4,2,27.0,0,,,,,
00-0034983,H.Renfrow,LV,2021,11,WR,7.5,4,4,30.0,0,,,,,
00-0033572,J.Agnew,JAX,2021,11,WR,5.0,3,3,18.0,0,,,,,
00-0035246,J.Arcega-Whiteside,PHI,2021,11,WR,3.3000000000000003,1,1,23.0,0,,,,,
00-0036110,J.Bradley,CLE,2021,11,WR,6.6000000000000005,2,2,46.0,0,,,,,
00-0031051,J.Brown,JAX,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0036900,J.Chase,CIN,2021,11,WR,13.0,6,3,32.0,1,,,,,
00-0031941,J.Crowder,NYJ,2021,11,WR,16.4,7,6,44.0,1,,,,,
00-0036877,J.Darden,TB,2021,11,WR,1.3,1,1,3.0,0,,,,,
00-0029664,J.Gordon,KC,2021,11,WR,1.7000000000000002,2,1,7.0,0,,,,,
00-0032791,J.Grant,CHI,2021,11,WR,2.7,1,1,6.0,0,,,,,
00-0035414,J.Guyton,LAC,2021,11,WR,3.0,2,1,18.0,0,,,,,
00-0036322,J.Jefferson,MIN,2021,11,WR,37.2,10,8,169.0,2,,,,,
00-0036259,J.Jennings,SF,2021,11,WR,1.4,1,1,4.0,0,,,,,
00-0031382,J.Landry,CLE,2021,11,WR,14.2,8,4,26.0,0,,,,,
00-0034960,J.Meyers,NE,2021,11,WR,7.9,6,4,39.0,0,,,,,
00-0036988,J.Palmer,LAC,2021,11,WR,3.3000000000000003,1,1,17.0,0,,,,,
00-0036387,J.Reagor,PHI,2021,11,WR,0.9,3,1,-1.0,0,,,,,
00-0033943,J.Reynolds,DET,2021,11,WR,0.0,3,0,0.0,0,,,,,
00-0033460,J.Ross,NYG,2021,11,WR,1.6,0,0,0.0,0,,,,,
00-0036613,J.Waddle,MIA,2021,11,WR,20.6,9,8,65.0,0,,,,,
00-0034676,J.Washington,PIT,2021,11,WR,3.2,3,2,12.0,0,,,,,
00-0030279,K.Allen,LAC,2021,11,WR,20.200000000000003,13,9,112.0,0,,,,,
00-0033307,K.Bourne,NE,2021,11,WR,8.9,4,4,42.0,0,,,,,
00-0033681,K.Cole,NYJ,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0033932,K.Golladay,NYG,2021,11,WR,2.2,2,1,12.0,0,,,,,
00-0036345,K.Osborn,MIN,2021,11,WR,2.9000000000000004,4,1,19.0,0,,,,,
00-0032464,K.Raymond,DET,2021,11,WR,0.0,1,0,0.0,0,,,,,
00-0036913,K.Toney,NYG,2021,11,WR,11.0,12,7,40.0,0,,,,,
00-0035406,L.Humphrey,NO,2021,11,WR,7.4,1,1,4.0,1,,,,,
00-0036268,L.Shenault,JAX,2021,11,WR,8.0,5,5,50.0,0,,,,,
00-0032951,L.Treadwell,JAX,2021,11,WR,2.1,3,1,11.0,0,,,,,
00-0036219,M.Callaway,NO,2021,11,WR,9.6,4,1,26.0,1,,,,,
00-0031408,M.Evans,TB,2021,11,WR,20.3,11,6,73.0,1,,,,,
00-0034764,M.Gallup,DAL,2021,11,WR,9.4,10,5,44.0,0,,,,,
00-0030068,M.Goodwin,CHI,2021,11,WR,20.4,8,4,104.0,1,,,,,
00-0035140,M.Hardman,KC,2021,11,WR,4.5,3,2,25.0,0,,,,,
00-0033555,M.Hollins,MIA,2021,11,WR,15.2,3,2,72.0,1,,,,,
